Product_ID,Product_Name,Product_Price,Original_Price,Discount,Product_Rating,Number_of_Reviews,Brand,Category,Availability,SKU,Product_URL,Website_Name,Date_Scraped
19,Premium Business Book,175.14,,,4.9,,PageTurner,Books,In Stock,SKU-BOO-0019,https://scrapingsandbox.com/product/19,Scraping Sandbox,2026-09-03
20,Handcrafted Locket,106.84,,,4.2,,DeskMate,Jewelry,In Stock,SKU-JEW-0020,https://scrapingsandbox.com/product/20,Scraping Sandbox,2026-09-03
21,Compact Heating Pad,70.83,,,4.8,,NovaTech,Health,In Stock,SKU-HEA-0021,https://scrapingsandbox.com/product/21,Scraping Sandbox,2026-09-03
22,Advanced Brake Pad,108.45,,,4.3,,PlayZone,Automotive,In Stock,SKU-AUT-0022,https://scrapingsandbox.com/product/22,Scraping Sandbox,2026-09-03
23,Heavy-Duty Seat Cover,30.36,,,4.2,,ProGear,Automotive,In Stock,SKU-AUT-0023,https://scrapingsandbox.com/product/23,Scraping Sandbox,2026-09-03
24,Heavy-Duty Palette,179.54,,,3.7,,TasteBud,Art,In Stock,SKU-ART-0024,https://scrapingsandbox.com/product/24,Scraping Sandbox,2026-09-03
25,Vintage Nerf Gun,107.53,,,3.6,,CozyCorner,Toys,In Stock,SKU-TOY-0025,https://scrapingsandbox.com/product/25,Scraping Sandbox,2026-09-03
26,Pro Stamp Set,16.25,,,4.6,,CozyCorner,Office Supplies,In Stock,SKU-OFF-0026,https://scrapingsandbox.com/product/26,Scraping Sandbox,2026-09-03
27,Premium Air Freshener,165.03,,,4.8,,VitalLife,Automotive,Out of Stock,SKU-AUT-0027,https://scrapingsandbox.com/product/27,Scraping Sandbox,2026-09-03
28,Heavy-Duty Label Maker,195.41,,,3.2,,PawPal,Office Supplies,In Stock,SKU-OFF-0028,https://scrapingsandbox.com/product/28,Scraping Sandbox,2026-09-03
29,Lightweight Blood Pressure Monitor,170.16,,,4.9,,FitPro,Health,Out of Stock,SKU-HEA-0029,https://scrapingsandbox.com/product/29,Scraping Sandbox,2026-09-03
30,Ultra USB-C Hub,110.55,,,3.9,,HomeNest,Electronics,In Stock,SKU-ELE-0030,https://scrapingsandbox.com/product/30,Scraping Sandbox,2026-09-03
31,Premium Travel Guide,133.28,,,3.6,,SoundWave,Books,In Stock,SKU-BOO-0031,https://scrapingsandbox.com/product/31,Scraping Sandbox,2026-09-03
32,Vintage Speaker Cable,49.19,,,3.4,,ProGear,Music,Out of Stock,SKU-MUS-0032,https://scrapingsandbox.com/product/32,Scraping Sandbox,2026-09-03
33,Classic First Aid Kit,15.69,,,4.1,,VitalLife,Health,In Stock,SKU-HEA-0033,https://scrapingsandbox.com/product/33,Scraping Sandbox,2026-09-03
34,Eco-Friendly Grip Gloves,193.06,,,3.7,,StyleCraft,Sports,Out of Stock,SKU-SPO-0034,https://scrapingsandbox.com/product/34,Scraping Sandbox,2026-09-03
35,Vintage Hoop Earrings,27.37,,,3.1,,TasteBud,Jewelry,In Stock,SKU-JEW-0035,https://scrapingsandbox.com/product/35,Scraping Sandbox,2026-09-03
36,Modern Nut Mix,31.27,,,3.9,,NovaTech,Food & Beverage,In Stock,SKU-FOO-0036,https://scrapingsandbox.com/product/36,Scraping Sandbox,2026-09-03
37,Handcrafted Flannel Shirt,164.84,,,4.4,,SparkleBox,Clothing,In Stock,SKU-CLO-0037,https://scrapingsandbox.com/product/37,Scraping Sandbox,2026-09-03
38,Lightweight Vitamin Pack,148.91,,,4.6,,VitalLife,Health,In Stock,SKU-HEA-0038,https://scrapingsandbox.com/product/38,Scraping Sandbox,2026-09-03
39,Compact Canvas,204.29,,,4.7,,NovaTech,Art,In Stock,SKU-ART-0039,https://scrapingsandbox.com/product/39,Scraping Sandbox,2026-09-03
40,Professional Skipping Rope,31.33,,,3.4,,SoundWave,Sports,In Stock,SKU-SPO-0040,https://scrapingsandbox.com/product/40,Scraping Sandbox,2026-09-03
41,Ultra Cookbook,104.27,,,3.3,,PlayZone,Books,In Stock,SKU-BOO-0041,https://scrapingsandbox.com/product/41,Scraping Sandbox,2026-09-03
42,Vintage Microphone,27.42,,,3.3,,PageTurner,Electronics,Out of Stock,SKU-ELE-0042,https://scrapingsandbox.com/product/42,Scraping Sandbox,2026-09-03
43,Limited Edition Calligraphy Set,44.65,,,4.1,,NovaTech,Art,In Stock,SKU-ART-0043,https://scrapingsandbox.com/product/43,Scraping Sandbox,2026-09-03
44,Vintage Art Book,91.83,,,4.3,,HomeNest,Books,In Stock,SKU-BOO-0044,https://scrapingsandbox.com/product/44,Scraping Sandbox,2026-09-03
45,Handcrafted Chain,13.6,,,3.4,,CozyCorner,Jewelry,In Stock,SKU-JEW-0045,https://scrapingsandbox.com/product/45,Scraping Sandbox,2026-09-03
46,Heavy-Duty Play Dough,50.6,,,4.5,,DeskMate,Toys,In Stock,SKU-TOY-0046,https://scrapingsandbox.com/product/46,Scraping Sandbox,2026-09-03
47,Classic Sunscreen,157.22,,,4.1,,DeskMate,Beauty,Out of Stock,SKU-BEA-0047,https://scrapingsandbox.com/product/47,Scraping Sandbox,2026-09-03
48,Smart Ab Wheel,102.86,,,3.6,,FitPro,Sports,In Stock,SKU-SPO-0048,https://scrapingsandbox.com/product/48,Scraping Sandbox,2026-09-03
49,Ultra Vinyl Record,158.97,,,3.7,,GlowUp,Music,In Stock,SKU-MUS-0049,https://scrapingsandbox.com/product/49,Scraping Sandbox,2026-09-03
50,Organic Olive Oil,52.91,,,3.2,,PlayZone,Food & Beverage,In Stock,SKU-FOO-0050,https://scrapingsandbox.com/product/50,Scraping Sandbox,2026-09-03
51,Premium Belt,67.17,,,4.6,,MindBooks,Clothing,In Stock,SKU-CLO-0051,https://scrapingsandbox.com/product/51,Scraping Sandbox,2026-09-03
52,Advanced Journal,84.44,,,3.4,,VitalLife,Books,In Stock,SKU-BOO-0052,https://scrapingsandbox.com/product/52,Scraping Sandbox,2026-09-03
53,Wireless Jam Collection,175.09,,,3.7,,UrbanThread,Food & Beverage,Out of Stock,SKU-FOO-0053,https://scrapingsandbox.com/product/53,Scraping Sandbox,2026-09-03
54,Portable Children's Book,141.9,,,3.3,,FitPro,Books,In Stock,SKU-BOO-0054,https://scrapingsandbox.com/product/54,Scraping Sandbox,2026-09-03
55,Professional MIDI Controller,79.85,,,4.2,,SoundWave,Music,In Stock,SKU-MUS-0055,https://scrapingsandbox.com/product/55,Scraping Sandbox,2026-09-03
56,Essential Ring Light,117.84,,,4.0,,TechVault,Electronics,In Stock,SKU-ELE-0056,https://scrapingsandbox.com/product/56,Scraping Sandbox,2026-09-03
57,Essential Thermometer,81.15,,,3.4,,PageTurner,Health,In Stock,SKU-HEA-0057,https://scrapingsandbox.com/product/57,Scraping Sandbox,2026-09-03
58,Advanced File Folder,156.62,,,3.5,,StyleCraft,Office Supplies,Out of Stock,SKU-OFF-0058,https://scrapingsandbox.com/product/58,Scraping Sandbox,2026-09-03
59,Advanced Watch,45.33,,,3.3,,FitPro,Clothing,In Stock,SKU-CLO-0059,https://scrapingsandbox.com/product/59,Scraping Sandbox,2026-09-03
60,Eco-Friendly Puzzle Set,158.96,,,4.1,,FitPro,Toys,In Stock,SKU-TOY-0060,https://scrapingsandbox.com/product/60,Scraping Sandbox,2026-09-03
61,Essential Spark Plug,180.29,,,3.4,,NovaTech,Automotive,In Stock,SKU-AUT-0061,https://scrapingsandbox.com/product/61,Scraping Sandbox,2026-09-03
62,Compact Smart Watch,102.16,,,4.4,,HomeNest,Electronics,Out of Stock,SKU-ELE-0062,https://scrapingsandbox.com/product/62,Scraping Sandbox,2026-09-03
63,Professional Watch,100.01,,,3.1,,StyleCraft,Clothing,In Stock,SKU-CLO-0063,https://scrapingsandbox.com/product/63,Scraping Sandbox,2026-09-03
64,Professional Thermometer,199.47,,,3.6,,UrbanThread,Health,Out of Stock,SKU-HEA-0064,https://scrapingsandbox.com/product/64,Scraping Sandbox,2026-09-03
65,Classic Litter Box,53.01,,,3.1,,SparkleBox,Pet Supplies,Out of Stock,SKU-PET-0065,https://scrapingsandbox.com/product/65,Scraping Sandbox,2026-09-03
66,Vintage Trunk Organizer,182.08,,,3.7,,StyleCraft,Automotive,In Stock,SKU-AUT-0066,https://scrapingsandbox.com/product/66,Scraping Sandbox,2026-09-03
67,Lightweight Toe Ring,188.36,,,4.4,,FitPro,Jewelry,In Stock,SKU-JEW-0067,https://scrapingsandbox.com/product/67,Scraping Sandbox,2026-09-03
68,Wireless Stamp Set,45.66,,,4.5,,GlowUp,Office Supplies,In Stock,SKU-OFF-0068,https://scrapingsandbox.com/product/68,Scraping Sandbox,2026-09-03
69,Lightweight Cardigan,11.02,,,4.3,,HomeNest,Clothing,In Stock,SKU-CLO-0069,https://scrapingsandbox.com/product/69,Scraping Sandbox,2026-09-03
70,Classic Moisturizer,143.0,,,4.4,,HomeNest,Beauty,In Stock,SKU-BEA-0070,https://scrapingsandbox.com/product/70,Scraping Sandbox,2026-09-03
71,Classic Canvas,21.25,,,3.6,,AutoParts Pro,Art,In Stock,SKU-ART-0071,https://scrapingsandbox.com/product/71,Scraping Sandbox,2026-09-03
72,Handcrafted Speaker Cable,70.07,,,3.2,,PawPal,Music,In Stock,SKU-MUS-0072,https://scrapingsandbox.com/product/72,Scraping Sandbox,2026-09-03
73,Advanced Pick Set,128.87,,,4.2,,TechVault,Music,In Stock,SKU-MUS-0073,https://scrapingsandbox.com/product/73,Scraping Sandbox,2026-09-03
74,Lightweight Tuner,148.14,,,3.4,,VitalLife,Music,Out of Stock,SKU-MUS-0074,https://scrapingsandbox.com/product/74,Scraping Sandbox,2026-09-03
75,Limited Edition File Folder,55.52,,,4.4,,ProGear,Office Supplies,In Stock,SKU-OFF-0075,https://scrapingsandbox.com/product/75,Scraping Sandbox,2026-09-03
76,Lightweight Socks Pack,187.14,,,3.7,,PawPal,Clothing,Out of Stock,SKU-CLO-0076,https://scrapingsandbox.com/product/76,Scraping Sandbox,2026-09-03
77,Modern Coffee Beans,6.22,,,4.3,,DeskMate,Food & Beverage,In Stock,SKU-FOO-0077,https://scrapingsandbox.com/product/77,Scraping Sandbox,2026-09-03
78,Wireless Car Vacuum,42.41,,,4.8,,PawPal,Automotive,In Stock,SKU-AUT-0078,https://scrapingsandbox.com/product/78,Scraping Sandbox,2026-09-03
79,Classic Pill Organizer,141.59,,,4.8,,SoundWave,Health,In Stock,SKU-HEA-0079,https://scrapingsandbox.com/product/79,Scraping Sandbox,2026-09-03
80,Portable Planner,16.64,,,3.5,,VitalLife,Books,In Stock,SKU-BOO-0080,https://scrapingsandbox.com/product/80,Scraping Sandbox,2026-09-03
81,Eco-Friendly Blood Pressure Monitor,115.64,,,3.8,,AutoParts Pro,Health,In Stock,SKU-HEA-0081,https://scrapingsandbox.com/product/81,Scraping Sandbox,2026-09-03
82,Portable Sneakers,24.83,,,3.5,,PlayZone,Clothing,In Stock,SKU-CLO-0082,https://scrapingsandbox.com/product/82,Scraping Sandbox,2026-09-03
83,Ultra Locket,158.09,,,3.6,,MindBooks,Jewelry,In Stock,SKU-JEW-0083,https://scrapingsandbox.com/product/83,Scraping Sandbox,2026-09-03
84,Professional Vitamin Pack,90.2,,,4.7,,VitalLife,Health,In Stock,SKU-HEA-0084,https://scrapingsandbox.com/product/84,Scraping Sandbox,2026-09-03
85,Ultra First Aid Kit,56.04,,,3.3,,PlayZone,Health,In Stock,SKU-HEA-0085,https://scrapingsandbox.com/product/85,Scraping Sandbox,2026-09-03
86,Vintage Highlighters,195.45,,,4.2,,MindBooks,Office Supplies,In Stock,SKU-OFF-0086,https://scrapingsandbox.com/product/86,Scraping Sandbox,2026-09-03
87,Pro Headphones,86.34,,,3.6,,TechVault,Music,In Stock,SKU-MUS-0087,https://scrapingsandbox.com/product/87,Scraping Sandbox,2026-09-03
88,Organic Clock,90.92,,,4.2,,ProGear,Home & Garden,In Stock,SKU-HOM-0088,https://scrapingsandbox.com/product/88,Scraping Sandbox,2026-09-03
89,Wireless Smart Watch,27.3,,,4.8,,AutoParts Pro,Electronics,Out of Stock,SKU-ELE-0089,https://scrapingsandbox.com/product/89,Scraping Sandbox,2026-09-03
90,Wireless Headphones,125.33,,,3.0,,ProGear,Music,In Stock,SKU-MUS-0090,https://scrapingsandbox.com/product/90,Scraping Sandbox,2026-09-03
91,Premium Seat Cover,14.0,,,3.5,,UrbanThread,Automotive,In Stock,SKU-AUT-0091,https://scrapingsandbox.com/product/91,Scraping Sandbox,2026-09-03
92,Advanced Napkin Holder,170.01,,,4.0,,SoundWave,Home & Garden,In Stock,SKU-HOM-0092,https://scrapingsandbox.com/product/92,Scraping Sandbox,2026-09-03
93,Lightweight Battery,93.48,,,4.1,,AutoParts Pro,Automotive,In Stock,SKU-AUT-0093,https://scrapingsandbox.com/product/93,Scraping Sandbox,2026-09-03
94,Compact Joggers,35.16,,,4.8,,SoundWave,Clothing,In Stock,SKU-CLO-0094,https://scrapingsandbox.com/product/94,Scraping Sandbox,2026-09-03
95,Heavy-Duty Olive Oil,152.94,,,3.1,,ProGear,Food & Beverage,Out of Stock,SKU-FOO-0095,https://scrapingsandbox.com/product/95,Scraping Sandbox,2026-09-03
96,Smart Bracelet,151.07,,,4.3,,SoundWave,Jewelry,In Stock,SKU-JEW-0096,https://scrapingsandbox.com/product/96,Scraping Sandbox,2026-09-03
97,Deluxe Wiper Blade,121.64,,,4.8,,UrbanThread,Automotive,In Stock,SKU-AUT-0097,https://scrapingsandbox.com/product/97,Scraping Sandbox,2026-09-03
98,Modern Popcorn Pack,147.51,,,3.7,,DeskMate,Food & Beverage,In Stock,SKU-FOO-0098,https://scrapingsandbox.com/product/98,Scraping Sandbox,2026-09-03
99,Advanced Iron Supplement,146.78,,,3.8,,PageTurner,Health,In Stock,SKU-HEA-0099,https://scrapingsandbox.com/product/99,Scraping Sandbox,2026-09-03
100,Eco-Friendly Bangle,51.11,,,4.3,,NovaTech,Jewelry,In Stock,SKU-JEW-0100,https://scrapingsandbox.com/product/100,Scraping Sandbox,2026-09-03
101,Essential Sunglasses,144.83,,,3.2,,FitPro,Clothing,In Stock,SKU-CLO-0101,https://scrapingsandbox.com/product/101,Scraping Sandbox,2026-09-03
102,Heavy-Duty Vinyl Record,194.89,,,3.4,,TechVault,Music,In Stock,SKU-MUS-0102,https://scrapingsandbox.com/product/102,Scraping Sandbox,2026-09-03
103,Smart Storage Basket,7.55,,,4.9,,TasteBud,Home & Garden,In Stock,SKU-HOM-0103,https://scrapingsandbox.com/product/103,Scraping Sandbox,2026-09-03
104,Modern Puzzle Set,146.64,,,3.6,,VitalLife,Toys,In Stock,SKU-TOY-0104,https://scrapingsandbox.com/product/104,Scraping Sandbox,2026-09-03
105,Smart Scarf,109.34,,,3.1,,MindBooks,Clothing,In Stock,SKU-CLO-0105,https://scrapingsandbox.com/product/105,Scraping Sandbox,2026-09-03
106,Vintage Collar,181.46,,,3.3,,GlowUp,Pet Supplies,In Stock,SKU-PET-0106,https://scrapingsandbox.com/product/106,Scraping Sandbox,2026-09-03
107,Compact Sneakers,74.48,,,4.5,,CozyCorner,Clothing,In Stock,SKU-CLO-0107,https://scrapingsandbox.com/product/107,Scraping Sandbox,2026-09-03
108,Deluxe Shorts,192.23,,,3.3,,AutoParts Pro,Clothing,In Stock,SKU-CLO-0108,https://scrapingsandbox.com/product/108,Scraping Sandbox,2026-09-03
109,Portable Sweatband,35.04,,,4.5,,ProGear,Sports,In Stock,SKU-SPO-0109,https://scrapingsandbox.com/product/109,Scraping Sandbox,2026-09-03
110,Classic Tennis Balls,83.72,,,4.8,,UrbanThread,Sports,In Stock,SKU-SPO-0110,https://scrapingsandbox.com/product/110,Scraping Sandbox,2026-09-03
111,Smart Pop Filter,43.29,,,3.3,,CozyCorner,Music,In Stock,SKU-MUS-0111,https://scrapingsandbox.com/product/111,Scraping Sandbox,2026-09-03
112,Advanced Strap,94.54,,,4.6,,CozyCorner,Music,In Stock,SKU-MUS-0112,https://scrapingsandbox.com/product/112,Scraping Sandbox,2026-09-03
113,Deluxe Ab Wheel,36.47,,,4.7,,PawPal,Sports,In Stock,SKU-SPO-0113,https://scrapingsandbox.com/product/113,Scraping Sandbox,2026-09-03
114,Smart Capo,107.29,,,4.4,,PageTurner,Music,In Stock,SKU-MUS-0114,https://scrapingsandbox.com/product/114,Scraping Sandbox,2026-09-03
115,Handcrafted Paper Clips,155.36,,,3.7,,GlowUp,Office Supplies,In Stock,SKU-OFF-0115,https://scrapingsandbox.com/product/115,Scraping Sandbox,2026-09-03
116,Eco-Friendly Tape Dispenser,105.07,,,4.2,,AutoParts Pro,Office Supplies,In Stock,SKU-OFF-0116,https://scrapingsandbox.com/product/116,Scraping Sandbox,2026-09-03
117,Eco-Friendly Thermometer,62.03,,,4.6,,SparkleBox,Health,In Stock,SKU-HEA-0117,https://scrapingsandbox.com/product/117,Scraping Sandbox,2026-09-03
118,Essential Stud Earrings,105.39,,,4.6,,FitPro,Jewelry,In Stock,SKU-JEW-0118,https://scrapingsandbox.com/product/118,Scraping Sandbox,2026-09-03
119,Lightweight Protein Powder,119.4,,,3.9,,VitalLife,Health,In Stock,SKU-HEA-0119,https://scrapingsandbox.com/product/119,Scraping Sandbox,2026-09-03
120,Smart Cardigan,28.73,,,5.0,,TasteBud,Clothing,In Stock,SKU-CLO-0120,https://scrapingsandbox.com/product/120,Scraping Sandbox,2026-09-03
121,Organic Mug Set,150.77,,,4.2,,VitalLife,Home & Garden,In Stock,SKU-HOM-0121,https://scrapingsandbox.com/product/121,Scraping Sandbox,2026-09-03
122,Advanced Catnip,183.75,,,4.8,,GlowUp,Pet Supplies,In Stock,SKU-PET-0122,https://scrapingsandbox.com/product/122,Scraping Sandbox,2026-09-03
123,Handcrafted Business Book,203.17,,,4.9,,StyleCraft,Books,In Stock,SKU-BOO-0123,https://scrapingsandbox.com/product/123,Scraping Sandbox,2026-09-03
124,Ultra Train Set,143.16,,,4.1,,TasteBud,Toys,In Stock,SKU-TOY-0124,https://scrapingsandbox.com/product/124,Scraping Sandbox,2026-09-03
125,Advanced Brooch,177.99,,,4.1,,DeskMate,Jewelry,In Stock,SKU-JEW-0125,https://scrapingsandbox.com/product/125,Scraping Sandbox,2026-09-03
126,Classic Wall Art,154.5,,,4.8,,ProGear,Home & Garden,In Stock,SKU-HOM-0126,https://scrapingsandbox.com/product/126,Scraping Sandbox,2026-09-03
127,Premium Mystery Novel,26.81,,,4.6,,MindBooks,Books,In Stock,SKU-BOO-0127,https://scrapingsandbox.com/product/127,Scraping Sandbox,2026-09-03
128,Eco-Friendly Flannel Shirt,75.16,,,4.4,,ProGear,Clothing,In Stock,SKU-CLO-0128,https://scrapingsandbox.com/product/128,Scraping Sandbox,2026-09-03
129,Lightweight Ice Pack,191.92,,,3.4,,MindBooks,Health,In Stock,SKU-HEA-0129,https://scrapingsandbox.com/product/129,Scraping Sandbox,2026-09-03
130,Portable Bubble Machine,59.9,,,3.9,,CozyCorner,Toys,Out of Stock,SKU-TOY-0130,https://scrapingsandbox.com/product/130,Scraping Sandbox,2026-09-03
131,Lightweight Hand Cream,188.36,,,4.4,,HomeNest,Beauty,In Stock,SKU-BEA-0131,https://scrapingsandbox.com/product/131,Scraping Sandbox,2026-09-03
132,Classic Capo,105.87,,,4.3,,VitalLife,Music,In Stock,SKU-MUS-0132,https://scrapingsandbox.com/product/132,Scraping Sandbox,2026-09-03
133,Professional Car Charger,27.68,,,4.3,,StyleCraft,Automotive,In Stock,SKU-AUT-0133,https://scrapingsandbox.com/product/133,Scraping Sandbox,2026-09-03
134,Eco-Friendly Sunscreen,141.25,,,4.6,,AutoParts Pro,Beauty,In Stock,SKU-BEA-0134,https://scrapingsandbox.com/product/134,Scraping Sandbox,2026-09-03
135,Portable Chain,141.26,,,4.7,,SparkleBox,Jewelry,In Stock,SKU-JEW-0135,https://scrapingsandbox.com/product/135,Scraping Sandbox,2026-09-03
136,Advanced Watch,69.96,,,4.3,,FitPro,Clothing,Out of Stock,SKU-CLO-0136,https://scrapingsandbox.com/product/136,Scraping Sandbox,2026-09-03
137,Modern Stamp Set,55.31,,,4.4,,PageTurner,Office Supplies,Out of Stock,SKU-OFF-0137,https://scrapingsandbox.com/product/137,Scraping Sandbox,2026-09-03
138,Limited Edition Pick Set,10.84,,,4.7,,MindBooks,Music,In Stock,SKU-MUS-0138,https://scrapingsandbox.com/product/138,Scraping Sandbox,2026-09-03
139,Ultra Slime Kit,110.41,,,3.9,,GlowUp,Toys,In Stock,SKU-TOY-0139,https://scrapingsandbox.com/product/139,Scraping Sandbox,2026-09-03
140,Portable Essential Oil,192.76,,,3.5,,NovaTech,Health,In Stock,SKU-HEA-0140,https://scrapingsandbox.com/product/140,Scraping Sandbox,2026-09-03
141,Limited Edition Melatonin,127.15,,,4.9,,GlowUp,Health,In Stock,SKU-HEA-0141,https://scrapingsandbox.com/product/141,Scraping Sandbox,2026-09-03
142,Organic Napkin Holder,161.36,,,4.6,,StyleCraft,Home & Garden,Out of Stock,SKU-HOM-0142,https://scrapingsandbox.com/product/142,Scraping Sandbox,2026-09-03
143,Heavy-Duty Belt,150.56,,,3.3,,AutoParts Pro,Clothing,Out of Stock,SKU-CLO-0143,https://scrapingsandbox.com/product/143,Scraping Sandbox,2026-09-03
144,Organic Self-Help Guide,67.62,,,4.4,,HomeNest,Books,In Stock,SKU-BOO-0144,https://scrapingsandbox.com/product/144,Scraping Sandbox,2026-09-03
145,Premium Stamp Set,193.49,,,4.9,,SparkleBox,Office Supplies,In Stock,SKU-OFF-0145,https://scrapingsandbox.com/product/145,Scraping Sandbox,2026-09-03
146,Vintage Body Chain,126.03,,,5.0,,CozyCorner,Jewelry,In Stock,SKU-JEW-0146,https://scrapingsandbox.com/product/146,Scraping Sandbox,2026-09-03
147,Deluxe LED Desk Lamp,58.45,,,4.7,,DeskMate,Electronics,In Stock,SKU-ELE-0147,https://scrapingsandbox.com/product/147,Scraping Sandbox,2026-09-03
148,Eco-Friendly Yoga Mat,68.34,,,4.1,,GlowUp,Sports,In Stock,SKU-SPO-0148,https://scrapingsandbox.com/product/148,Scraping Sandbox,2026-09-03
149,Handcrafted Building Blocks,153.64,,,4.4,,GlowUp,Toys,In Stock,SKU-TOY-0149,https://scrapingsandbox.com/product/149,Scraping Sandbox,2026-09-03
150,Professional Tablet Stand,194.35,,,3.1,,TechVault,Electronics,Out of Stock,SKU-ELE-0150,https://scrapingsandbox.com/product/150,Scraping Sandbox,2026-09-03
151,Vintage Beef Jerky,120.07,,,4.2,,PageTurner,Food & Beverage,In Stock,SKU-FOO-0151,https://scrapingsandbox.com/product/151,Scraping Sandbox,2026-09-03
152,Premium Carving Tools,29.14,,,3.3,,HomeNest,Art,In Stock,SKU-ART-0152,https://scrapingsandbox.com/product/152,Scraping Sandbox,2026-09-03
153,Smart Aquarium Plant,38.06,,,4.7,,PageTurner,Pet Supplies,In Stock,SKU-PET-0153,https://scrapingsandbox.com/product/153,Scraping Sandbox,2026-09-03
154,Handcrafted Watch,53.69,,,4.0,,AutoParts Pro,Clothing,In Stock,SKU-CLO-0154,https://scrapingsandbox.com/product/154,Scraping Sandbox,2026-09-03
155,Vintage Bird Feeder,88.67,,,4.8,,SoundWave,Pet Supplies,In Stock,SKU-PET-0155,https://scrapingsandbox.com/product/155,Scraping Sandbox,2026-09-03
156,Organic Plant Pot,117.02,,,3.9,,ArtisanHub,Home & Garden,In Stock,SKU-HOM-0156,https://scrapingsandbox.com/product/156,Scraping Sandbox,2026-09-03
157,Eco-Friendly Eye Cream,123.02,,,3.5,,MindBooks,Beauty,In Stock,SKU-BEA-0157,https://scrapingsandbox.com/product/157,Scraping Sandbox,2026-09-03
158,Smart Boxing Gloves,96.53,,,3.7,,StyleCraft,Sports,In Stock,SKU-SPO-0158,https://scrapingsandbox.com/product/158,Scraping Sandbox,2026-09-03
159,Portable Tape Dispenser,102.6,,,4.2,,PawPal,Office Supplies,In Stock,SKU-OFF-0159,https://scrapingsandbox.com/product/159,Scraping Sandbox,2026-09-03
160,Classic Nail Polish,112.45,,,3.0,,SparkleBox,Beauty,In Stock,SKU-BEA-0160,https://scrapingsandbox.com/product/160,Scraping Sandbox,2026-09-03
161,Essential Mystery Novel,153.85,,,3.6,,StyleCraft,Books,In Stock,SKU-BOO-0161,https://scrapingsandbox.com/product/161,Scraping Sandbox,2026-09-03
162,Premium Omega-3 Capsules,201.63,,,5.0,,GlowUp,Health,Out of Stock,SKU-HEA-0162,https://scrapingsandbox.com/product/162,Scraping Sandbox,2026-09-03
